time,temperature,humidity,water,soilmoisture
1/1/1970 0:09,23.58,47.28,3,66.85
1/1/1970 0:09,23.16,46.84,2,75.74
1/1/1970 0:09,29.05,52.78,1,60.85
1/1/1970 0:09,22.33,53.93,0,17.45
1/1/1970 0:09,25.83,50.46,3,51.96
1/1/1970 0:09,27.57,48.91,2,39.78
1/1/1970 0:09,24,55.71,1,83.19
1/1/1970 0:09,28.81,56.62,0,1.67
1/1/1970 0:09,29.9,47.73,3,24.15
1/1/1970 0:09,21.77,45.11,2,9.38
1/1/1970 0:09,25.94,41.85,1,34.74
1/1/1970 0:09,22.4,48.17,0,75.19
1/1/1970 0:09,28.72,59.28,3,45.11
1/1/1970 0:09,28.4,55.64,2,17.32
1/1/1970 0:09,25.15,44.55,1,62.13
1/1/1970 0:09,28.16,51.32,0,25.1
1/1/1970 0:09,23.29,46.46,3,56.83
1/1/1970 0:09,26.07,48.53,2,53.93
1/1/1970 0:09,24.01,47.7,1,40.21
1/1/1970 0:09,24.39,52.32,0,53.24
1/1/1970 0:09,24.46,50.25,3,28.15
1/1/1970 0:09,29.44,52.79,2,60.25
1/1/1970 0:09,20.61,56.64,1,67.22
1/1/1970 0:09,21.72,41.99,0,67.97
1/1/1970 0:09,28.82,46.28,3,47.31
1/1/1970 0:09,27.76,55.52,2,45.55
1/1/1970 0:09,26.32,46.58,1,14.9
1/1/1970 0:09,21.6,45.86,0,28.05
1/1/1970 0:09,21.56,46.33,3,36.6
1/1/1970 0:09,20.56,43.79,2,3.14
1/1/1970 0:09,27.49,58.28,1,55.48
1/1/1970 0:09,23.38,42.54,0,90.3
1/1/1970 0:09,23.95,41.6,3,15.16
1/1/1970 0:09,20.49,50.99,2,96.21
1/1/1970 0:09,21.31,44.15,1,25.58
1/1/1970 0:09,27.04,51.59,0,72.34
1/1/1970 0:09,22.5,46.91,3,44.29
1/1/1970 0:09,22.9,44.1,2,80.51
1/1/1970 0:09,23.35,44.65,1,33.85
1/1/1970 0:09,24.62,42.45,0,75.8
1/1/1970 0:10,25.06,46.68,3,90.76
1/1/1970 0:10,23.23,42.59,2,37.85
1/1/1970 0:10,29.65,49.56,1,97.24
1/1/1970 0:10,24.44,56.5,0,64.92
1/1/1970 0:10,26.23,49.51,3,42.97
1/1/1970 0:10,28.98,55.18,2,27.43
1/1/1970 0:10,24.51,52.37,1,90.46
1/1/1970 0:10,20.49,53.62,0,24.75
1/1/1970 0:10,24.52,47.09,3,46.1
1/1/1970 0:10,28.19,57.71,2,1.7
1/1/1970 0:10,20.32,47.64,1,6.41
1/1/1970 0:10,20.19,45.73,0,69
1/1/1970 0:10,28.09,56.32,3,13.92
1/1/1970 0:10,25.88,50.07,2,36.09
1/1/1970 0:10,27.58,51.4,1,47.18
1/1/1970 0:10,21.19,40.33,0,4.71
1/1/1970 0:10,22.85,40.77,3,40.93
1/1/1970 0:10,20.01,45.09,2,74.21
1/1/1970 0:10,28.85,55.21,1,62.84
1/1/1970 0:10,28.25,47.22,0,81.4
1/1/1970 0:10,21.54,56.19,3,46.22
1/1/1970 0:10,28.07,40.13,2,10.37
1/1/1970 0:10,21.39,44.1,1,48.84
1/1/1970 0:10,28.65,58.44,0,9.59
1/1/1970 0:10,22.73,59.58,3,47.43
1/1/1970 0:10,27.75,59.32,2,97.75
1/1/1970 0:10,20.9,52.19,1,60.15
1/1/1970 0:10,26.41,51.64,0,67.73
1/1/1970 0:10,26.65,44.12,3,65.07
1/1/1970 0:10,24.93,55.06,2,12.61
1/1/1970 0:10,20.29,49.67,1,98.84
1/1/1970 0:10,24.08,59.68,0,4.73
1/1/1970 0:10,20.45,56.71,3,30.38
1/1/1970 0:10,29.91,56.3,2,7.05
1/1/1970 0:10,25.43,55.81,1,23.24
1/1/1970 0:10,20.84,59.37,0,10.05
1/1/1970 0:10,23.39,57.07,3,17.78
1/1/1970 0:10,29.4,43.98,2,95.05
1/1/1970 0:10,25.57,55.72,1,94.13
1/1/1970 0:10,26.52,55.96,0,46.25
1/1/1970 0:10,24.33,42.78,3,52.56
1/1/1970 0:10,29.19,57.09,2,62.9
1/1/1970 0:10,29.19,43.05,1,88.32
1/1/1970 0:10,22.92,53.09,0,13.62
1/1/1970 0:10,22.73,41.07,3,56.43
1/1/1970 0:10,24.15,52.5,2,48.12
1/1/1970 0:10,24.8,40.4,1,20.35
1/1/1970 0:10,28.84,43.13,0,1.94
1/1/1970 0:10,29.58,41.02,3,0.56
1/1/1970 0:10,20.02,40.77,2,89.16
1/1/1970 0:10,22.69,54.75,1,94.48
1/1/1970 0:10,20.84,57.05,0,96.46
1/1/1970 0:10,29.7,51.92,3,51.16
1/1/1970 0:10,28.16,58.83,2,38.81
1/1/1970 0:10,27.34,59.17,1,51.81
1/1/1970 0:10,26.25,46.81,0,7.73
1/1/1970 0:10,21.26,59.73,3,98.39
1/1/1970 0:10,27.96,41.3,2,47.69
1/1/1970 0:10,28.39,53.45,1,26.04
1/1/1970 0:10,23.26,47.01,0,48.03
1/1/1970 0:11,29.69,56.91,3,39.6
1/1/1970 0:11,25.55,47,2,41.27
1/1/1970 0:11,22.48,50.42,1,9.31
1/1/1970 0:11,25.11,55.42,0,90.62
1/1/1970 0:11,20.8,54.37,3,38.24
1/1/1970 0:11,20.11,56.97,2,1.12
1/1/1970 0:11,20.24,56.38,1,2.76
1/1/1970 0:11,28.16,47.94,0,28.1
1/1/1970 0:11,25.21,56.66,3,47.53
1/1/1970 0:11,29.03,55.76,2,50.97
1/1/1970 0:11,29.24,42.39,1,0.22
1/1/1970 0:11,26.01,55.16,0,63.76
1/1/1970 0:11,29.02,45.64,3,54.84
1/1/1970 0:11,21.62,42.5,2,21.61
1/1/1970 0:11,25.82,43.35,1,51.54
1/1/1970 0:11,21.93,47.88,0,67.89
1/1/1970 0:11,25.95,51.24,3,6.37
1/1/1970 0:11,23.31,58.53,2,39.1
1/1/1970 0:11,27.11,43.73,1,70.79
1/1/1970 0:11,26.28,59.03,0,88.66
1/1/1970 0:11,25.69,48.18,3,21.9
1/1/1970 0:11,24.77,41.95,2,21.09
1/1/1970 0:11,22.41,41.94,1,81.62
1/1/1970 0:11,22.53,46.47,0,95.48
1/1/1970 0:11,29.16,45.76,3,98.16
1/1/1970 0:11,21.07,46.66,2,65.96
1/1/1970 0:11,22.94,46.92,1,93.26
1/1/1970 0:11,26.38,47.35,0,77.01
1/1/1970 0:11,20.08,49.82,3,20.58
1/1/1970 0:11,29.53,53.46,2,44.38
1/1/1970 0:11,26.31,46.25,1,94.6
1/1/1970 0:11,26.81,54.14,0,13.81
1/1/1970 0:11,20.43,42.93,3,97.91
1/1/1970 0:11,26.3,59.75,2,14.94
1/1/1970 0:11,23.25,40.56,1,69
1/1/1970 0:11,28.03,50.72,0,59.9
1/1/1970 0:11,29.44,54.29,3,4.81
1/1/1970 0:11,29.79,40.5,2,49.61
1/1/1970 0:11,23,46.67,1,44
1/1/1970 0:11,24.05,52.19,0,37.96
1/1/1970 0:11,22.29,46.93,3,70.61
1/1/1970 0:11,26.31,59.35,2,38.72
1/1/1970 0:11,23.47,52.27,1,10.83
1/1/1970 0:11,27.93,55.13,0,80.07
1/1/1970 0:11,25.1,41.86,3,37.35
1/1/1970 0:11,28.78,44.45,2,9.42
1/1/1970 0:11,25.52,40.42,1,59.37
1/1/1970 0:11,26.82,41.3,0,57.64
1/1/1970 0:11,26.19,56.33,3,40.14
1/1/1970 0:11,27.09,50.68,2,14.93
1/1/1970 0:11,25.06,40.15,1,46.99
1/1/1970 0:11,25.23,51.85,0,45.51
1/1/1970 0:11,22.98,44.18,3,29.46
1/1/1970 0:11,27.89,41.24,2,59.93
1/1/1970 0:11,20.15,40.84,1,90.38
1/1/1970 0:11,25.61,42.22,0,56.9
1/1/1970 0:11,24.28,54.44,3,40.22
1/1/1970 0:11,27.41,48.99,2,20.87
1/1/1970 0:11,20.91,46.28,1,12.9
1/1/1970 0:11,21.42,44,0,72.67
1/1/1970 0:12,22.4,40.79,3,51.19
1/1/1970 0:12,27.73,49.93,2,19.76
1/1/1970 0:12,23.31,54.32,1,9.65
1/1/1970 0:12,20.71,49.24,0,73.3
1/1/1970 0:12,22.25,49.45,3,0.73
1/1/1970 0:12,25.8,54.32,2,85.62
1/1/1970 0:12,21.55,58.37,1,24.2
1/1/1970 0:12,25.41,50.73,0,56.8
1/1/1970 0:12,20.51,44.39,3,62.8
1/1/1970 0:12,23.15,58.69,2,82.53
1/1/1970 0:12,27.36,50.03,1,18.96
1/1/1970 0:12,28.22,53.54,0,77.6
1/1/1970 0:12,20.31,41.46,3,11.7
1/1/1970 0:12,23.59,47.51,2,55.87
1/1/1970 0:12,24.56,42.48,1,78.56
1/1/1970 0:12,27.24,54.23,0,84.03
1/1/1970 0:12,27.04,54.27,3,98.16
1/1/1970 0:12,24.28,53.99,2,16.82
1/1/1970 0:12,27.96,45.57,1,84.8
1/1/1970 0:12,29.46,45.24,0,85.69
1/1/1970 0:12,20.71,43.85,3,37.43
1/1/1970 0:12,20.54,58.44,2,28.93
1/1/1970 0:12,22.8,40.86,1,45.89
1/1/1970 0:12,23.28,40.16,0,23.04
1/1/1970 0:12,22.39,57.88,3,8.01
1/1/1970 0:12,28.23,58.34,2,36.32
1/1/1970 0:12,20.08,59.05,1,7.51
1/1/1970 0:12,28.41,49.52,0,16.35
1/1/1970 0:12,28.37,46.01,3,44.42
1/1/1970 0:12,26.18,45.5,2,52.93
1/1/1970 0:12,27.94,48.44,1,64.74
1/1/1970 0:12,24.81,44.86,0,86.97
1/1/1970 0:12,20.56,54.5,3,62.99
1/1/1970 0:12,29.72,49.61,2,75.17
1/1/1970 0:12,25.2,49.4,1,94.09
1/1/1970 0:12,23.63,59.23,0,9.44
1/1/1970 0:12,22.95,54.71,3,20.24
1/1/1970 0:12,28.3,46.08,2,98.9
1/1/1970 0:12,23.8,58.87,1,56.85
1/1/1970 0:12,22.68,57.43,0,19.24
1/1/1970 0:12,22.88,43.51,3,34.94
1/1/1970 0:12,23.85,45.79,2,70.85
1/1/1970 0:12,20.87,41.22,1,10.47
1/1/1970 0:12,27.29,53.72,0,70.97
1/1/1970 0:12,29.04,57.26,3,25.92
1/1/1970 0:12,21.2,41.71,2,97.92
1/1/1970 0:12,30,54.35,1,42.76
1/1/1970 0:12,25.09,47.07,0,86.56
1/1/1970 0:12,28.09,54.75,3,97.34
1/1/1970 0:12,21.46,58.29,2,84.88
1/1/1970 0:12,22.3,48.57,1,48.9
1/1/1970 0:12,21.27,52.71,0,23
1/1/1970 0:12,25.73,59.26,3,58.4
1/1/1970 0:12,27.43,45.15,2,91.8
1/1/1970 0:12,22.77,59.84,1,25.35
1/1/1970 0:12,29.26,57.7,0,80.11
1/1/1970 0:12,23.64,55.45,3,23.67
1/1/1970 0:12,27.38,55.38,2,70.77
1/1/1970 0:12,29.63,52.55,1,31.41
1/1/1970 0:12,24.86,42.65,0,10.65
1/1/1970 0:13,29.72,55.82,3,28.78
1/1/1970 0:13,23.25,58.8,2,68.95
1/1/1970 0:13,22.96,41.23,1,85.44
1/1/1970 0:13,27.42,42.89,0,96.68
1/1/1970 0:13,28.8,53.59,3,37.43
1/1/1970 0:13,20.59,54.56,2,53.04
1/1/1970 0:13,26.38,43.98,1,6.58
1/1/1970 0:13,25.16,47.46,0,82.29
1/1/1970 0:13,28.91,59.47,3,44.5
1/1/1970 0:13,20.22,59.81,2,21.49
1/1/1970 0:13,24.9,50.06,1,75
1/1/1970 0:13,26.58,52.13,0,96.17
1/1/1970 0:13,24.91,46.6,3,81.03
1/1/1970 0:13,27.87,41.96,2,77.41
1/1/1970 0:13,29.38,59.76,1,61.66
1/1/1970 0:13,26.16,46.83,0,3.21
1/1/1970 0:13,26.78,59.4,3,32.17
1/1/1970 0:13,27.74,43.92,2,78.76
1/1/1970 0:13,25.5,43.93,1,6.41
1/1/1970 0:13,24.85,48.06,0,22.52
1/1/1970 0:13,25.13,47.9,3,75.4
1/1/1970 0:13,23.31,50.32,2,50.59
1/1/1970 0:13,26.67,55.47,1,89.72
1/1/1970 0:13,23.65,53.29,0,71.81
1/1/1970 0:13,22.2,47.71,3,38.83
1/1/1970 0:13,28.8,58.2,2,49.47
1/1/1970 0:13,22.94,54.24,1,12.72
1/1/1970 0:13,29.18,41.35,0,46.95
1/1/1970 0:13,23.81,43.58,3,15.5
1/1/1970 0:13,28.59,47.85,2,89.34
1/1/1970 0:13,20.89,45.25,1,93.14
1/1/1970 0:13,20.01,46.14,0,95.39
1/1/1970 0:13,25.13,51.85,3,88.79
1/1/1970 0:13,23.59,44.62,2,0.71
1/1/1970 0:13,25.21,48.98,1,16.4
1/1/1970 0:13,28.14,52.1,0,44.36
1/1/1970 0:13,23.72,49.35,3,62.2
1/1/1970 0:13,20.55,40.2,2,95.22
1/1/1970 0:13,23.5,47.45,1,81.84
1/1/1970 0:13,20.79,45.97,0,29
1/1/1970 0:13,22.21,48.16,3,54.36
1/1/1970 0:13,24.62,55.98,2,89.12
1/1/1970 0:13,20.43,48.77,1,93.64
1/1/1970 0:13,26.93,50.03,0,12.16
1/1/1970 0:13,20.59,50.8,3,88.46
1/1/1970 0:13,27.31,47.34,2,96.93
1/1/1970 0:13,21.93,41.46,1,88.09
1/1/1970 0:13,20.27,49.27,0,62.53
1/1/1970 0:13,26.41,45.07,3,67.52
1/1/1970 0:13,21.5,47.61,2,83.81
1/1/1970 0:13,22.43,41.47,1,83.14
1/1/1970 0:13,25.93,55.09,0,7.93
1/1/1970 0:13,22.74,57.78,3,97.58
1/1/1970 0:13,27.74,55.87,2,79.54
1/1/1970 0:13,20.75,46.09,1,56.16
1/1/1970 0:13,21.72,45.65,0,69.04
1/1/1970 0:13,24.34,40.02,3,63.17
1/1/1970 0:13,27.22,48.21,2,59.17
1/1/1970 0:13,23.49,42.97,1,58.77
1/1/1970 0:13,23.57,40.23,0,75.47
1/1/1970 0:14,25.77,45.39,3,45.7
1/1/1970 0:14,28.71,50.4,2,70.61
1/1/1970 0:14,27.96,44.51,1,93.82
1/1/1970 0:14,27.3,49.29,0,78.11
1/1/1970 0:14,27.62,56.79,3,97.58
1/1/1970 0:14,20.09,45.09,2,58.85
1/1/1970 0:14,22.18,41.85,1,81.04
1/1/1970 0:14,26.1,57.57,0,28.57
1/1/1970 0:14,25.04,56.37,3,44.17
1/1/1970 0:14,28.14,49.19,2,10.33
1/1/1970 0:14,24.55,45.42,1,41.24
1/1/1970 0:14,22.92,42.34,0,91.65
1/1/1970 0:14,29.43,46.75,3,25.81
1/1/1970 0:14,28.33,57.12,2,58.66
1/1/1970 0:14,20.02,48.38,1,42.22
1/1/1970 0:14,28.25,48.23,0,55.29
1/1/1970 0:14,21.75,50.25,3,19.94
1/1/1970 0:14,24.66,57.75,2,42.36
1/1/1970 0:14,21.04,54.05,1,96.9
1/1/1970 0:14,26.85,54.95,0,30.9
1/1/1970 0:14,22.74,59.79,3,80.01
1/1/1970 0:14,29.33,45.38,2,18.26
1/1/1970 0:14,27.39,53.7,1,18.67
1/1/1970 0:14,28.81,47.59,0,69.42
1/1/1970 0:14,29.36,44.35,3,31.54
1/1/1970 0:14,29.05,44.72,2,4.13
1/1/1970 0:14,26.83,41.02,1,36.96
1/1/1970 0:14,25.65,57.7,0,78.21
1/1/1970 0:14,24.55,56.4,3,42.99
1/1/1970 0:14,27.76,55.42,2,6.91
1/1/1970 0:14,23.85,51.67,1,91.85
1/1/1970 0:14,28.96,52.09,0,23.1
1/1/1970 0:14,27.99,45.43,3,29.61
1/1/1970 0:14,26.42,46.72,2,80.12
1/1/1970 0:14,21.71,54.61,1,92.03
1/1/1970 0:14,28.52,42.39,0,45.77
1/1/1970 0:14,23.77,46.39,3,12.12
1/1/1970 0:14,23.66,44.78,2,48.75
1/1/1970 0:14,29.19,59.68,1,55.8
1/1/1970 0:14,24.62,45.6,0,17.41
1/1/1970 0:14,22.44,59.96,3,42.54
1/1/1970 0:14,21.89,57.15,2,70.96
1/1/1970 0:14,29.92,53.53,1,38.25
1/1/1970 0:14,20.35,50.86,0,95.73
1/1/1970 0:14,23.52,58.29,3,40.36
1/1/1970 0:14,24.48,47.29,2,73.46
1/1/1970 0:14,21.79,53.52,1,3.84
1/1/1970 0:14,21.23,53.75,0,60.79
1/1/1970 0:14,27.48,45.65,3,27.62
1/1/1970 0:14,20.29,55.66,2,38.78
1/1/1970 0:14,24.48,45.76,1,66.68
1/1/1970 0:14,29.45,41.1,0,54.89
1/1/1970 0:14,26.02,53.02,3,88.15
1/1/1970 0:14,21.94,41.3,2,45.16
1/1/1970 0:14,24.11,56.31,1,90.93
1/1/1970 0:14,28.55,54.2,0,14.56
1/1/1970 0:14,27.61,56.58,3,41.91
1/1/1970 0:14,24.87,41.52,2,96.03
1/1/1970 0:14,25.41,42.39,1,75.1
1/1/1970 0:14,21,59.32,0,23.73
1/1/1970 0:15,26.66,57.06,3,19.78
1/1/1970 0:15,25.62,57.56,2,47.84
1/1/1970 0:15,27.22,56.88,1,58.56
1/1/1970 0:15,21.39,49.64,0,24.65
1/1/1970 0:15,29.76,41.51,3,23.78
1/1/1970 0:15,24.41,47.64,2,64.5
1/1/1970 0:15,21.44,55.23,1,46.06
1/1/1970 0:15,24.95,53.08,0,26.77
1/1/1970 0:15,28.45,40.17,3,90.77
1/1/1970 0:15,24.18,52.42,2,68.26
1/1/1970 0:15,26.98,51.45,1,35.84
1/1/1970 0:15,22.37,54.26,0,64.92
1/1/1970 0:15,20.35,45.34,3,66.05
1/1/1970 0:15,22.45,59.37,2,82.94
1/1/1970 0:15,28.16,54.08,1,6.26
1/1/1970 0:15,27.09,44.3,0,20.08
1/1/1970 0:15,24.91,54.7,3,40.55
1/1/1970 0:15,23.36,47.26,2,1.98
1/1/1970 0:15,20.59,43.61,1,84.73
1/1/1970 0:15,20.03,47.44,0,83.29
1/1/1970 0:15,21.12,59.22,3,62.94
1/1/1970 0:15,21.41,57.31,2,14.58
1/1/1970 0:15,29.3,43.7,1,75.71
1/1/1970 0:15,28.98,52.59,0,1.88
1/1/1970 0:15,24.95,59.85,3,71.15
1/1/1970 0:15,21.11,51.69,2,64.64
1/1/1970 0:15,28.47,42.71,1,17.66
1/1/1970 0:15,21.32,50.9,0,89.24
1/1/1970 0:15,23.34,54.22,3,86.92
1/1/1970 0:15,29.39,45.65,2,35.93
1/1/1970 0:15,22.88,51.8,1,83.44
1/1/1970 0:15,28.74,51.54,0,51.29
1/1/1970 0:15,21.23,49.49,3,28.47
1/1/1970 0:15,21.77,56.03,2,14.06
1/1/1970 0:15,28.9,51.98,1,93.09
1/1/1970 0:15,26.8,42.4,0,40.06
1/1/1970 0:15,21.31,47.35,3,33.48
1/1/1970 0:15,20.01,41.53,2,18.9
1/1/1970 0:15,23.18,42.75,1,12.95
1/1/1970 0:15,28.15,56.55,0,13.98
1/1/1970 0:15,28.74,43.04,3,25.89
1/1/1970 0:15,28.82,58.95,2,76.37
1/1/1970 0:15,20.94,52.51,1,83.61
1/1/1970 0:15,25.18,42.5,0,99.16
1/1/1970 0:15,20.85,44.97,3,41.75
1/1/1970 0:15,20.07,54.2,2,17.38
1/1/1970 0:15,27.74,45.15,1,4.27
1/1/1970 0:15,21.76,53.94,0,41.75
1/1/1970 0:15,25.51,47.12,3,47.16
1/1/1970 0:15,26.96,42.02,2,84.94
1/1/1970 0:15,27.71,59.94,1,30.99
1/1/1970 0:15,29.99,54.4,0,96.92
1/1/1970 0:15,26.39,53.86,3,56.41
1/1/1970 0:15,28.62,49.49,2,33.36
1/1/1970 0:15,25.28,51.93,1,25.54
1/1/1970 0:15,25.75,40.59,0,6.08
1/1/1970 0:15,22.93,59.94,3,14.45
1/1/1970 0:15,22.17,58.62,2,67.5
1/1/1970 0:15,20.79,58.55,1,50.39
1/1/1970 0:15,26.84,41.77,0,70.07
1/1/1970 0:16,22.57,40.31,3,28.36
1/1/1970 0:16,27.04,48.11,2,4.21
1/1/1970 0:16,24.23,52.84,1,67.97
1/1/1970 0:16,27.78,40,0,53.94
1/1/1970 0:16,29.67,48.04,3,99.73
1/1/1970 0:16,22.05,43.49,2,22.29
1/1/1970 0:16,25.75,52.47,1,38.3
1/1/1970 0:16,22.91,46.02,0,24.49
1/1/1970 0:16,26.12,41.5,3,8.36
1/1/1970 0:16,27.93,46.09,2,7.38
1/1/1970 0:16,27.48,47.46,1,27.48
1/1/1970 0:16,21.49,53.8,0,87.28
1/1/1970 0:16,25.85,43.01,3,18.67
1/1/1970 0:16,23.8,56.02,2,16.33
1/1/1970 0:16,24.71,47.68,1,60.89
1/1/1970 0:16,22.28,59.64,0,65.59
1/1/1970 0:16,25.91,52.98,3,51.8
1/1/1970 0:16,26.76,49.65,2,67.82
1/1/1970 0:16,27.15,58.75,1,8.61
1/1/1970 0:16,22.47,42.12,0,6.9
1/1/1970 0:16,29.42,45.06,3,59.11
1/1/1970 0:16,28.3,56.89,2,27.15
1/1/1970 0:16,27.45,47.74,1,53.27
1/1/1970 0:16,21.11,51.18,0,33.11
1/1/1970 0:16,28.71,49.7,3,11.88
1/1/1970 0:16,27.05,47.01,2,88.9
1/1/1970 0:16,24.21,56.69,1,91.1
1/1/1970 0:16,20.77,44.13,0,32.63
1/1/1970 0:16,24.42,54.58,3,21.14
1/1/1970 0:16,26.16,46.03,2,3.27
1/1/1970 0:16,25.27,40.09,1,8.3
1/1/1970 0:16,21.82,50.08,0,67.32
1/1/1970 0:16,22.4,41.72,3,17.76
1/1/1970 0:16,27.1,57.01,2,0.59
1/1/1970 0:16,20.91,54.98,1,80.29
1/1/1970 0:16,27.09,49.57,0,82.94
1/1/1970 0:16,20.98,52.31,3,46.29
1/1/1970 0:16,21.43,48.16,2,27.23
1/1/1970 0:16,28.29,57.83,1,48.17
1/1/1970 0:16,29.76,43.84,0,50.45
1/1/1970 0:16,22.81,54.36,3,27.62
1/1/1970 0:16,20.46,40.64,2,7.15
1/1/1970 0:16,24.85,40.15,1,31.46
1/1/1970 0:16,28.63,57.07,0,10.03
1/1/1970 0:16,23.24,42.42,3,71.16
1/1/1970 0:16,27.91,56.94,2,96.17
1/1/1970 0:16,23.25,59.65,1,82.06
1/1/1970 0:16,23.6,45.51,0,49.02
1/1/1970 0:16,23.41,53.57,3,48.74
1/1/1970 0:16,20.23,56.35,2,92.84
1/1/1970 0:16,29.23,56.22,1,77.2
1/1/1970 0:16,27.13,53.23,0,72
1/1/1970 0:16,26.44,48.06,3,86.66
1/1/1970 0:16,23.74,42.61,2,95.39
1/1/1970 0:16,26.18,47.65,1,88.68
1/1/1970 0:16,26.48,44.76,0,61.77
1/1/1970 0:16,23.93,49.82,3,54.84
1/1/1970 0:16,21.64,44.06,2,88.91
1/1/1970 0:16,23.19,49.64,1,37.56
1/1/1970 0:16,20.95,40.84,0,37.15
1/1/1970 0:17,23.91,56.84,3,10.45
1/1/1970 0:17,29.4,58.85,2,34.52
1/1/1970 0:17,24.78,48.18,1,5.26
1/1/1970 0:17,23.43,48.52,0,65.58
1/1/1970 0:17,22.11,55.08,3,97.89
1/1/1970 0:17,28.22,52.23,2,11.12
1/1/1970 0:17,23.56,49.64,1,61.43
1/1/1970 0:17,21.4,51.13,0,68.56
1/1/1970 0:17,22.79,46.19,3,70.47
1/1/1970 0:17,24.43,46.75,2,4.3
1/1/1970 0:17,23.2,52.03,1,31.54
1/1/1970 0:17,20.25,42.17,0,20.09
1/1/1970 0:17,27.09,46.48,3,33.8
1/1/1970 0:17,25.16,52.71,2,63.96
1/1/1970 0:17,25.18,47.07,1,94.85
1/1/1970 0:17,22.49,52.14,0,36.01
1/1/1970 0:17,20.83,56.95,3,43.99
1/1/1970 0:17,20.49,45.09,2,73.7
1/1/1970 0:17,24.77,57.8,1,88.84
1/1/1970 0:17,20.01,44.63,0,62
1/1/1970 0:17,27.57,52.47,3,98.25
1/1/1970 0:17,26.27,50.71,2,26.61
1/1/1970 0:17,21.83,45.6,1,15.47
1/1/1970 0:17,27.97,55.21,0,76.83
1/1/1970 0:17,29.58,51.64,3,22.9
1/1/1970 0:17,27.22,59.23,2,34.8
1/1/1970 0:17,22,57.54,1,22.47
1/1/1970 0:17,20.47,47.82,0,42.76
1/1/1970 0:17,25.92,50.86,3,94.48
1/1/1970 0:17,22.08,40.5,2,82.41
1/1/1970 0:17,24.37,47.52,1,78.45
1/1/1970 0:17,21.63,56.03,0,72.11
1/1/1970 0:17,28.15,49.65,3,60.14
1/1/1970 0:17,23.88,41.19,2,6.3
1/1/1970 0:17,29.83,47.85,1,48.36
1/1/1970 0:17,28.28,43.1,0,6.96
1/1/1970 0:17,22.38,40.53,3,60.11
1/1/1970 0:17,23.21,43.26,2,75.74
1/1/1970 0:17,22.03,48.68,1,4.66
1/1/1970 0:17,24.2,50.42,0,5.59
1/1/1970 0:17,20.33,40.56,3,46.95
1/1/1970 0:17,23.8,59.97,2,8.54
1/1/1970 0:17,22.97,54.59,1,53.98
1/1/1970 0:17,29.97,43.03,0,39.15
1/1/1970 0:17,29.34,57.54,3,56.7
1/1/1970 0:17,26.26,53.08,2,86.88
1/1/1970 0:17,27.59,42.74,1,67.35
1/1/1970 0:17,28.68,42.35,0,49.44
1/1/1970 0:17,29.71,58.73,3,26.64
1/1/1970 0:17,23.82,43.2,2,62.51
1/1/1970 0:17,28.01,43.95,1,33.82
1/1/1970 0:17,26.64,56.56,0,77.17
1/1/1970 0:17,22.46,48.59,3,62.69
1/1/1970 0:17,29,59,2,87.57
1/1/1970 0:17,25.27,47.72,1,1.08
1/1/1970 0:17,29.24,55.7,0,54.13
1/1/1970 0:17,25.16,52.55,3,38.09
1/1/1970 0:17,27.73,42.93,2,91.26
1/1/1970 0:17,28.3,58.71,1,11.05
1/1/1970 0:17,20.25,49.46,0,20.13
1/1/1970 0:18,25.94,43.16,3,4.25
